lat,lng,messid
39.711678449863925,-105.07307806122961,573be2503e952e191262c351
39.77521433734274,-105.08095635604971,573c05f83e952e1912758013
39.6876819167277,-105.01061771269636,573c0796f0fe6e735a66deb3
39.782287322328294,-105.07503699043703,573c08d2864fce1a9a0563bc
39.68786101323584,-105.00840514423733,573c08ff864fce1a9a0579b0
39.780169219630295,-105.07508478726075,573c0a45f0fe6e735a684459
39.775841344569685,-105.071138394529,573c0bb7f0fe6e735a6904a7
39.75039434253434,-104.98210290611173,573c161d3e952e19127e5da0
39.72176967207205,-105.00221613095553,573c201bf0fe6e735a759e7b
39.81373082328764,-105.05709043120521,573c2d133e952e19128e5fc9
39.724720728153244,-104.99717834785511,573c3147f0fe6e735a81c7c4
39.72750517062885,-105.01787764922047,573c32b7f0fe6e735a82cf57
39.71783625547719,-105.00878862012556,573c3445f0fe6e735a83e8a8
39.71783625547719,-105.00878862012556,573c35a3f0fe6e735a84f1b7
39.756275008301664,-105.02494195192746,573c3712864fce1a9a24a5cd
39.74927491361273,-105.15608181071534,573c5200864fce1a9a38329a
39.75917604914931,-105.14013665063814,573c5494864fce1a9a39fe2e
39.74498848826359,-105.02147755032168,573c555b864fce1a9a3a8653
39.76841356690827,-105.0155551396596,573c6593f0fe6e735aa64173
39.7789179635673,-105.05274866515143,573c6ab1f0fe6e735aa9801f
39.78033862024539,-105.04326413223855,573c7240864fce1a9a4d6026
39.76992073963512,-105.02823605789163,573c73b53e952e1912bf71bd
39.75603203773251,-105.02271449612643,573c75243e952e1912c05e9c
39.7789179635673,-105.05274866515143,573c9063864fce1a9a60d02e
39.75497054270823,-105.02090524546591,573c93cef0fe6e735ac38c13
39.73794931615336,-105.02153524710961,573c97153e952e1912d61e00
39.680252561739515,-105.02608230736901,573c983a3e952e1912d6c5ce
39.73738671105921,-105.04248174618078,573c98803e952e1912d6f352
39.6795910245544,-105.03369137468803,573c998e864fce1a9a666954
39.678901666128944,-105.01760736317229,573c9ae0f0fe6e735ac7b981
39.68170684286107,-105.00460581347211,573c9c55f0fe6e735ac8905a
39.741941362645505,-105.03998337757966,573c9cc43e952e1912d980f3
39.763305947518845,-105.00290022565487,573ca927864fce1a9a6fb49b
39.688201847882475,-105.00841072735902,573cccb2f0fe6e735ae38358
39.77660799906987,-105.0410690935266,573cd67b864fce1a9a8852fe
39.76238341674734,-105.04924578042694,573d569cf0fe6e735a283567
39.67996789495143,-105.0258097812969,573d587c3e952e19123b5866
39.65121292104523,-105.00043401988664,573d5bf93e952e19123d2625
39.78150769639751,-105.08171963380312,573d6260f0fe6e735a2e662a
39.78891997352082,-105.05339780337708,573d653a864fce1a9ad0f46f
39.68107022153689,-105.00819591797081,573d6b54f0fe6e735a3388b1
39.67255684447402,-105.00370987532358,573d6e98864fce1a9ad6f1ea
39.68888858841429,-105.00882323787343,573d6ff2f0fe6e735a36e1f4
39.669895085813934,-105.00083210832672,573d716a864fce1a9ad930f6
39.68188986070686,-105.01811166111943,573d72de3e952e19124b71d0
39.67207282055442,-105.01232781141923,573d7481f0fe6e735a3a487d
39.65579342307226,-105.00823776096209,573d75df3e952e19124d9bbb
39.74933461278793,-105.04101516538162,573d7c7b864fce1a9ae17c7d
39.67065085393889,-105.01346541028417,573d8afc864fce1a9aecb3d2
39.6725594704743,-105.01626045664298,573d8c65f0fe6e735a4c2a7c
39.680098932553584,-105.00540119212815,573d8f1df0fe6e735a4e23cb
39.676731588817844,-105.01639062888849,573d9ecef0fe6e735a594f38
39.678877856090885,-105.00684549207669,573da73e3e952e191271d7e1
39.676368082135404,-105.01128756002876,573dabba864fce1a9a040cb9
39.67820353990785,-105.00990996506252,573db012f0fe6e735a64d60d
39.68179016416174,-105.02051494741275,573db179f0fe6e735a65bf22
39.71783625547719,-105.00878862012556,573db2d4864fce1a9a08ad0c
39.67255684447402,-105.00370987532358,573db432864fce1a9a097f80
39.67255684447402,-105.00370987532358,573db6fa864fce1a9a0b2785
39.68027560485498,-105.01809258114103,573db8563e952e19127ce42f
39.655687004990185,-105.00200962489438,573db9dc3e952e19127de28f
39.65667764547992,-104.99803316269436,573dbb3e3e952e19127ec2b8
39.65478280356232,-104.99915309756068,573dbca2f0fe6e735a6c902e
39.75047829362559,-105.09892114904328,573dc4e53e952e191284fd9e
39.680252561739515,-105.02608230736901,573dc6a4864fce1a9a151a56
39.67255684447402,-105.00370987532358,573dc811864fce1a9a1605cb
39.785909106945304,-105.05046836618597,573ded7c864fce1a9a2dd815
39.78241527699863,-105.07297277046214,573deef3f0fe6e735a8b9fd0
39.746820937226204,-105.03625592394845,573def3a3e952e19129f4002
39.78104306097349,-105.0878267196043,573df05c864fce1a9a2f7de9
39.77469810454254,-105.08470736263516,573df1c9864fce1a9a306258
39.77729169927412,-105.08493170588504,573df336864fce1a9a312e01
39.77684522832702,-105.0751643355098,573df49e864fce1a9a3200b6
39.787674889224675,-105.05391327316049,573df6083e952e1912a35a3d
39.80618346357723,-105.05283136562684,573df7773e952e1912a431c4
39.79698326482912,-105.13969871420508,573df857f0fe6e735a91191a
39.82169489387884,-105.1199551482104,573e0287864fce1a9a39fa09
39.66484915225465,-105.03553412540779,573eaab73e952e1912016291
39.65667764547992,-104.99803316269436,573eac0d864fce1a9a91e68d
39.82190549041171,-105.20665640701904,573eb2933e952e191205f7a7
39.68116421000164,-105.02444060701404,573eb6b7864fce1a9a981c83
39.71783625547719,-105.00878862012556,573eb927f0fe6e735af52e4f
39.68275222086794,-105.03341509118225,573eb9df864fce1a9a99f900
39.680252561739515,-105.02608230736901,573ebb52f0fe6e735af66b83
39.77650689592612,-105.02604021652083,573ebc5d864fce1a9a9b7bc8
39.71783625547719,-105.00878862012556,573ebe2af0fe6e735af83c36
39.72250492045471,-105.0399108472855,573ec62b3e952e191212cf6d
39.72595182997116,-105.04638478209267,573ec7913e952e191213ca40
39.76466937194927,-105.02693893203609,573ecc28f0fe6e735a024bed
39.73114971225531,-104.99154644823068,573ecd94f0fe6e735a03468f
39.81966905084703,-105.15462974588979,573ef983f0fe6e735a2112b5
39.684319771352435,-105.05059559394701,573efc7b864fce1a9ac78f1f
39.80414206621539,-105.14905619583081,573f082cf0fe6e735a2a560c
39.747636328175005,-105.09613620431097,573f0c1c3e952e19124218a0
39.74874417886624,-105.11233836217507,573f0e9e864fce1a9ad2e6a2
39.74370734726107,-105.14356051955265,573f1134f0fe6e735a2fd2ea
39.82169489387884,-105.1199551482104,573f129a864fce1a9ad55e0a
39.77651023748094,-105.08329302993188,573f28023e952e191253b308
39.82458890266782,-105.03756181760673,573f2ae8864fce1a9ae4ab46
39.8175769151923,-105.05316426161082,573f2d213e952e191256eb61
39.82517679457379,-105.07407250690767,573f31aaf0fe6e735a43f3fc
39.691588751114466,-105.03679321009454,573f32a83e952e19125a538e
39.6810236213508,-105.00538792678253,573f350e3e952e19125bbb11
39.68447057143955,-105.035131981671,573f36e1864fce1a9aebe77a
39.683813972541266,-105.04155828817925,573f38453e952e19125daeb8
39.68150147504649,-105.00838992744757,573f3865f0fe6e735a47f180
39.77050514808652,-105.11800419316987,573f396f864fce1a9aed70a3
39.67193897035562,-105.01080523042606,573f39acf0fe6e735a48ad20
39.680252561739515,-105.02608230736901,573f39c83e952e19125e8c75
39.681003446548104,-105.03388604439617,573f3b10f0fe6e735a498173
39.681572101494886,-105.00767630157847,573f3b28f0fe6e735a498de8
39.676466827905124,-105.0412439439348,573f3c763e952e1912601d8a
39.67702647281747,-105.00555855342422,573f3c9e864fce1a9aef52aa
39.76328431281068,-105.10891934530841,573f3e853e952e1912615d74
39.78390545347727,-105.11572067979117,573f43c63e952e1912648035
39.79575912163014,-105.0652531095828,573f440cf0fe6e735a4ebe50
39.78756058890751,-105.07050644736515,573f45703e952e191265753a
39.77790589080295,-105.080241674618,573f48ab864fce1a9af6857e
39.77792948051835,-105.07409984294652,573f4a22864fce1a9af7720b
39.82630142938963,-105.05330295711656,573f4be9864fce1a9af877ef
39.7794371888475,-105.05192135896266,573f4d033e952e191269d6d0
39.96550647507796,-105.1599018744578,573f7b36f0fe6e735a6b7af3
39.90881142924341,-105.16871565598395,573f7e0cf0fe6e735a6cd4c0
39.82553956083949,-105.21823197469057,573f88c6864fce1a9a17d261
39.82381535929884,-105.21979379571724,573f8b4af0fe6e735a733cb9
39.82061867189273,-105.21335948908472,573f8e333e952e19128b4bed
39.8111885566313,-105.05208325101464,573ff8cf3e952e1912be0eac
39.82594772653775,-105.05179950017403,573ffa573e952e1912beed47
39.81060514060105,-105.04391993035654,57400197864fce1a9a52456c
39.680376318965415,-105.03888604638175,574018533e952e1912cf860c
39.72793555268597,-105.02443749030856,57401e933e952e1912d39a65
39.78593111208569,-105.05134243849156,57401f45f0fe6e735abcb2d8
39.764727458082966,-104.98250581366419,57401ffd864fce1a9a6468a0
39.77751127438238,-105.08604545557948,574020c9864fce1a9a64f5e4
39.776311051044814,-105.08451832479014,57402234864fce1a9a65dc58
39.77906863484266,-105.07165180350182,574023a1f0fe6e735abf8717
39.88292919794151,-105.21935292340576,574024bbf0fe6e735ac040c0
39.77708849186992,-105.07379772442816,5740250df0fe6e735ac077dc
39.786534934809495,-105.06672511737315,574027e63e952e1912d9bae1
39.76446652101551,-105.07418565932917,57402958864fce1a9a6a97b8
39.73051284309863,-104.98617059626801,574029a8864fce1a9a6acee1
39.720131575332076,-105.0132386707945,57402b7a864fce1a9a6c0f76
39.73088878747298,-104.97854107547084,57402cd3f0fe6e735ac588ce
39.909827473967425,-105.17533284073468,57403815864fce1a9a73ff1b
39.95228282311646,-105.16469362677913,57403c56f0fe6e735acf4425
39.906700117893905,-105.16473832780875,574051043e952e1912f3596b
39.911464628267844,-105.16378389415567,5740525f3e952e1912f4216f
39.869727201928534,-105.0993982843881,5740566df0fe6e735adeba01
39.841572203573136,-105.0985181656365,574057d3864fce1a9a877aa9
39.88361386805883,-105.10209843336285,57405cc0f0fe6e735ae24947
39.83269482932492,-105.05283634610848,57405e17f0fe6e735ae31258
39.80551029614078,-105.05145950883738,574060e03e952e1912fc9b83
39.82039974652937,-105.05179106929003,57406234f0fe6e735ae54dd1
39.8352216180456,-105.09972389346713,5740639a864fce1a9a8e53fc
39.825777194925735,-105.05274309492115,5740666d3e952e1912ffbcca
39.817598993611774,-105.05238883992615,57408019f0fe6e735af5c1d9
39.8053529050596,-105.04835869532224,57408125f0fe6e735af65334
39.87442791571313,-105.0915243833203,574085c3f0fe6e735af8ba70
39.82420665813932,-105.05228008513987,574085c6f0fe6e735af8bbbd
39.82538102233519,-105.05136085371464,5740872b3e952e191211bb20
39.905725766286096,-105.16342090324318,574089ed864fce1a9aa363cd
39.82506569466747,-105.0411109720711,57408d873e952e1912153e53
39.89121429966109,-105.13390844702568,57408df7f0fe6e735afd3274
39.97492632301268,-105.07218108506235,57408f5f3e952e1912164bfc
39.95824193256485,-105.16272301728728,574093af864fce1a9aa8ae4b
39.95512600823047,-105.17514940485823,574096db864fce1a9aaa5e1d
39.90782871412356,-105.16800175878419,57409b11f0fe6e735a041311
39.94557000998041,-105.09738199727954,5740a939f0fe6e735a0b6b35
40.00476905017717,-105.18742352824422,5740c5e2f0fe6e735a1a1b74
39.809669781820695,-105.02245391095198,5740c92bf0fe6e735a1bc80f
39.90852413140667,-105.16827249798112,5740ca39f0fe6e735a1c597d
39.823235786135186,-105.03430850999715,5740ca88864fce1a9ac52e78
39.82247238954547,-105.03213787971717,5740cbf63e952e1912361c6d
39.81293286912844,-105.05437047524822,5740ecac3e952e1912463906
39.754395671632906,-104.9826553520304,57414218864fce1a9afe35ee
39.752175305595934,-104.98084571753984,57414e15864fce1a9a040492
39.804264026334735,-105.04495269521142,57417a613e952e19128bb734
39.911817728825554,-105.17471406134776,574182893e952e1912906e5f
39.73114971225531,-104.99154644823068,574186ba3e952e191292eeb1
39.84136292076315,-105.09817313488406,5741880df0fe6e735a79dfc4
39.87954695316848,-105.12990919514962,57418cb73e952e1912968335
